Main,Affiliate,wake_state,study_type,bihemispheric_effects_on_main,1_main_to_affiliate_projection,1_main_to_affiliate_projection_strength,1_main_to_affiliate_ref,2_affiliate_to_main_projection,2_affiliate_to_main_projection_strength,2_affiliate_to_main_ref,hierarchichy_level_rel_to_main,hierarchy_evidence,hierarchichal_ref,ROI_label_consistent,Other comments
MSTd,pons,anesthetized,tracer,NR,present,anterograde tracer found in pontine nuclei,Bou92,absent,no retrograde tracer found in pontine nuclei,Bou92,na,na,na,No-MST (they combine MSTc and MSTp in this study due to no difference); pons is pontine nuclei,Note that subcortex does not have hierarchical or laminar criteria
MT,V1,anesthetized,DTI tractography,NR,moderate,,Rua25,moderate,,Rua25,lower,meta-analysis constraints,Fel91,Yes,indirect measure
MT,V1,anesthetized,tracer,NR,strong,retrograde from V1 injections indicating projections to V1 but no layer data reported,Mark14,,,,lower,meta-analysis constraints,Fel91,Yes,
MT,V1,anesthetized,tracer,NR,,,,weak,retrograde tracer in infragranular (V/VI) suggesting feedback to MT,Bar00,lower,laminar and meta-analysis constraints,Bar00,Yes,
MT,V1,anesthetized,tracer,NR,,,,strong,retrograde tracer Eeenly distributed across supragranular (II/III) and infragranular (V/VI),Bar00,equal,laminar and meta-analysis constraints,Bar00,Yes,
MT,V2,anesthetized,DTI tractography,NR,moderate,,Rua25,moderate,,Rua25,lower,meta-analysis constraints,Fel91,Yes,indirect measure
MT,V2,anesthetized,tracer,NR,strong,retrograde from V2 injections indicating projections to V2 but no layer data reported,Mark14,,,,lower,meta-analysis constraints,Fel91,Yes,
MT,V3,anesthetized,DTI tractography,NR,moderate,,Rua25,moderate,,Rua25,lower,meta-analysis constraints,Fel91,Yes,indirect measure
MT,V3A,anesthetized,DTI tractography,NR,strong,,Rua25,strong,,Rua25,lower,meta-analysis constraints,Fel91,Yes,indirect measure
MT,V4,anesthetized,DTI tractography,NR,strong,,Rua25,strong,,Rua25,lower,meta-analysis constraints,Fel91,Yes,indirect measure
MT,V4,anesthetized,tracer,NR,strong,retrograde from V4 injections indicating projections to V4 but no layer data reported,Mark14,,,,lower,meta-analysis constraints,Fel91,Yes,
MT,V4,anesthetized,tracer,NR,present,Stong,Ung08,present,Strong,Ung08,same,mixed based on laminar termination across studies--intermediate of sometimes V4 lower,Ung08 and Fel91,Yes,
MT,VOT,anesthetized,tracer,NR,strong,retrograde from TEO injections indicating projections to TEO but no layer data reported,Mark14,,,,lower,meta-analysis constraints,Fel91,No- TEO,
MT,PITd,anesthetized,DTI tractography,NR,moderate,,Rua25,moderate,,Rua25,unknown,na,na,No- STS,indirect measure. Same data for PITd/CITd/AITd.
MT,PITd,anesthetized,tracer,NR,weak,retrograde from TEpd injections indicating projections to TEpd but no layer data reported,Mark14,,,,equal,meta-analysis constraints,Fel91,No- TEpd,Note that this row is duplicated for PITd/CITd
MT,CITv,anesthetized,DTI tractography,NR,moderate,,Rua25,moderate,,Rua25,unknown,na,na,No- TE,indirect measure. Same data for CITv and AITv
MT,CITd,anesthetized,DTI tractography,NR,moderate,,Rua25,moderate,,Rua25,unknown,na,na,No- STS,indirect measure. Same data for PITd/CITd/AITd.
MT,CITd,anesthetized,tracer,NR,weak,retrograde from TEpd injections indicating projections to TEpd but no layer data reported,Mark14,,,,higher,meta-analysis constraints,Fel91,No- TEpd,Note that this row is duplicated for PITd/CITd
MT,AITv,anesthetized,DTI tractography,NR,moderate,,Rua25,moderate,,Rua25,unknown,na,na,No- TE,indirect measure. Same data for CITv and AITv
MT,AITd,anesthetized,DTI tractography,NR,moderate,,Rua25,moderate,,Rua25,unknown,na,na,No- STS,indirect measure. Same data for PITd/CITd/AITd.
MT,STPp,anesthetized,tracer,NR,weak,retrograde from STPi/STPc injections indicating projections to these areas but no layer data reported,Mark14,,,,higher,meta-analysis constraints,Fel91,No- STPi and STPc,
MT,STPa,anesthetized,tracer,NR,weak,retrograde from STPr injections indicating projections to STPr but no layer data reported,Mark14,,,,higher,meta-analysis constraints,Fel91,No- STPr,
MT,STGp,anesthetized,DTI tractography,NR,moderate,,Rua25,moderate,,Rua25,unknown,na,na,No- A1,indirect measure
MT,STGa,anesthetized,tracer,NR,absent,no retrograde from PBr injections indicating no projections to PBr but no layer data reported,Mark14,,,,unknown,na,na,No- PBr,
MT,insula,anesthetized,DTI tractography,NR,moderate,,Rua25,moderate,,Rua25,unknown,na,na,Yes,indirect measure
MT,DP,anesthetized,tracer,NR,strong,retrograde from DP injections indicating projections to DP but no layer data reported,Mark14,,,,lower,meta-analysis constraints,Fel91,Yes,
MT,7a,anesthetized,tracer,NR,moderate,retrograde from 7a injections indicating projections to 7a but no layer data reported,Mark14,,,,higher,meta-analysis constraints,Fel91,Yes,
MT,7a,anesthetized,tracer,NR,,,,present,anterograde tracer terminated in layers I and IV with some variability,Sel96,higher,laminar termination and meta-analysis constraints,Sel96 and Fel91,No- dorsal prearcuate cortex,Note that this is duplicated for 7a and LIP ad VIP (possibly would contain PO and MIP but more liberal definition)
MT,7a,,tracer,NR,absent,In no case in which sections were stained for myelin was labelling found in the heavily myelinated aspect of the caudal posterior bank of STS that corresponds to area MT,And90,absent,,And90,lower,meta-analysis constraints,Fel91,Yes,
MT,7b,anesthetized,tracer,NR,moderate,retrograde from 7b injections indicating projections to 7b but no layer data reported,Mark14,,,,higher,meta-analysis constraints,Fel91,Yes,
MT,PF,anesthetized,DTI tractography,NR,moderate,,Rua25,moderate,,Rua25,unknown,na,na,No- PFm and PFop,indirect measure
MT,AIP,anesthetized,DTI tractography,NR,weak,,Rua25,weak,,Rua25,unknown,na,na,Yes,indirect measure
MT,LIP,anesthetized,DTI tractography,NR,moderate,,Rua25,moderate,,Rua25,unknown,na,na,Yes,indirect measure
MT,LIP,anesthetized,tracer,NR,,,,present,anterograde tracer terminated in layers I and IV with some variability,Sel96,higher,laminar termination and meta-analysis constraints,Sel96 and Fel91,No- dorsal prearcuate cortex,Note that this is duplicated for 7a and LIP ad VIP (possibly would contain PO and MIP but more liberal definition)
MT,LIP,,tracer,NR,present,"Terminal labelling in areas MT and V4 was of the feedback pattern, being confined primarily to layers I and VI.",And90,,,,lower,laminar termination,And90,Yes,
MT,VIP,anesthetized,DTI tractography,NR,moderate,,Rua25,moderate,,Rua25,unknown,na,na,Yes,indirect measure
MT,VIP,anesthetized,tracer,NR,,,,present,anterograde tracer terminated in layers I and IV with some variability,Sel96,higher,laminar termination and meta-analysis constraints,Sel96 and Fel91,No- dorsal prearcuate cortex,Note that this is duplicated for 7a and LIP ad VIP (possibly would contain PO and MIP but more liberal definition)
MT,S1,anesthetized,DTI tractography,NR,weak,,Rua25,weak,,Rua25,unknown,na,na,No- BA 3a/b and BA 1/2,indirect measure
MT,S1,anesthetized,tracer,NR,absent,no retrograde from area 2 injections indicating no projections to aea 2 but no layer data reported,Mark14,,,,unknown,na,na,No- 2,
MT,5,anesthetized,tracer,NR,absent,no retrograde from area 5 injections indicating no projections to area 5 but no layer data reported,Mark14,,,,unknown,na,na,Yes,
MT,FEF,anesthetized,tracer,NR,Strong,retrograde from 8l injections indicating projections to 8l but no layer data reported,Mark14,,,,higher,meta-analysis constraints,Fel91,No- 8l,
MT,FEF,anesthetized,tracer,NF,,,,present,anterograte tracer from FEF to MT layers I and VI,Sel96,higher,laminar termination and meta-analysis constraints,Sel96 and Fel91,Yes,Note that subcortex does not have hierarchical or laminar criteria
MT,SEF,anesthetized,DTI tractography,NR,absent,,Rua25,absent,,Rua25,unknown,na,na,No- BA 8,indirect measure
MT,SEF,anesthetized,tracer,NR,moderate,moderate retrograde from area 8m injections indicating projections to 8m,Mark14,,,,unknown,unknown,na,No- 8m,
MT,DLPFC,anesthetized,tracer,NR,weak,weak/moderate/absent retrograde tracer indicating projections to 46d/46v/9/10/8B,Mark14,,,,higher,meta-analysis constraints,Fel91,No- 46d/46v/9/10/8B,
MT,VLPFC,anesthetized,DTI tractography,NR,weak,,Rua25,weak,,Rua25,unknown,na,na,No- BA 44,indirect measure
MT,M1/F1,anesthetized,DTI tractography,NR,weak,,Rua25,weak,,Rua25,unknown,na,na,Yes,indirect measure
MT,M1/F1,anesthetized,tracer,NR,absent,no retrograde from F1 injections indicating no projections to F1 but no layer data reported,Mark14,,,,unknown,na,na,Yes,
MT,PMd,anesthetized,DTI tractography,NR,weak,,Rua25,weak,,Rua25,unknown,na,na,Yes,indirect measure
MT,PMd,anesthetized,tracer,NR,absent,no retrograde from F7 injections indicating no projections to F7 but no layer data reported,Mark14,,,,unknown,na,na,No- F7,
MT,PMv,anesthetized,DTI tractography,NR,weak,,Rua25,weak,,Rua25,unknown,na,na,Yes,indirect measure
MT,PMv,anesthetized,tracer,NR,absent,no retrograde from F5/ProM injections indicating no projections to F5/ProM but no layer data reported,Mark14,,,,unknown,na,na,No- F5 and ProM,
MT,TG,anesthetized,DTI tractography,NR,weak,,Rua25,weak,,Rua25,unknown,na,na,Yes,indirect measure
MT,V6,anesthetized,DTI tractography,NR,weak,,Rua25,weak,,Rua25,unknown,na,na,Yes,indirect measure
MT,PreSMA,anesthetized,DTI tractography,NR,absent,,Rua25,absent,,Rua25,unknown,na,na,Yes,indirect measure
MT,RSC,anesthetized,DTI tractography,NR,moderate,,Rua25,moderate,,Rua25,unknown,na,na,Yes,indirect measure
MT,PCCa,anesthetized,DTI tractography,NR,moderate,,Rua25,moderate,,Rua25,unknown,na,na,No- BA 23,indirect measure
MT,PCCp,anesthetized,DTI tractography,NR,weak,,Rua25,weak,,Rua25,unknown,na,na,No- BA 31,indirect measure
MT,24c,anesthetized,tracer,NR,absent,no retrograde from 24c injections indicating no projections to 24c but no layer data reported,Mark14,,,,unknown,na,na,Yes,
MT,7m,anesthetized,tracer,NR,moderate,retrograde from 7m injections indicating projections to 7m but no layer data reported,Mark14,,,,unknown,na,na,Yes,
MT,thalamus,anesthetized,tracer,NR,present,anterograde tracer found,Ung84,,,,na,na,na,Yes,Note that subcortex does not have hierarchical or laminar criteria
MT,claustrum,anesthetized,tracer,NR,present,anterograde tracer found,Ung84,,,,na,na,na,Yes,Note that subcortex does not have hierarchical or laminar criteria
MT,striatum,anesthetized,tracer,NR,present,anterograde tracer found,Ung84,,,,na,na,na,Yes,Note that subcortex does not have hierarchical or laminar criteria
MT,SC,anesthetized,tracer,NR,present,anterograde tracer found,Ung84,,,,na,na,na,Yes,Note that subcortex does not have hierarchical or laminar criteria
MT,pons,anesthetized,tracer,NR,present,anterograde tracer found,Ung84,,,,na,na,na,Yes,Note that subcortex does not have hierarchical or laminar criteria
